variable1,variable2,correlation_value
percentile_rank_socioeconomic_theme,percent_uninsured,0.411572573
percent_uninsured,percentile_rank_socioeconomic_theme,0.411572573
percentile_rank_minorities,percentile_rank_no_highschool_diploma,0.411126504
percentile_rank_no_highschool_diploma,percentile_rank_minorities,0.411126504
percent_single_parent_households_CDC,percent_smokers,0.410740821
percent_smokers,percent_single_parent_households_CDC,0.410740821
percentile_rank_multi_unit_housing,median_household_income,0.410580217
median_household_income,percentile_rank_multi_unit_housing,0.410580217
percentile_rank_housing_and_transportation,percent_unemployed_CDC,0.409481384
percent_unemployed_CDC,percentile_rank_housing_and_transportation,0.409481384
percentile_rank_household_comp_disability_theme,percent_unemployed_CDC,0.40820379
percent_unemployed_CDC,percentile_rank_household_comp_disability_theme,0.40820379
percentile_rank_minority_status_and_language_theme,percent_single_parent_households_CDC,0.408117889
percent_single_parent_households_CDC,percentile_rank_minority_status_and_language_theme,0.408117889
percentile_rank_overcrowding,teen_birth_rate,0.40800704
teen_birth_rate,percentile_rank_overcrowding,0.40800704
per_capita_income,percent_asian,0.407659717
percent_asian,per_capita_income,0.407659717
percentile_rank_per_capita_income,percent_no_vehicle,0.407483645
percent_no_vehicle,percentile_rank_per_capita_income,0.407483645
percentile_rank_single_parent_households,percent_children_in_poverty,0.406885786
percent_children_in_poverty,percentile_rank_single_parent_households,0.406885786
percentile_rank_single_parent_households,violent_crime_rate,0.406590459
violent_crime_rate,percentile_rank_single_parent_households,0.406590459
percentile_rank_household_comp_disability_theme,percent_mobile_homes,0.406428026
percent_mobile_homes,percentile_rank_household_comp_disability_theme,0.406428026
percentile_rank_no_highschool_diploma,percent_overcrowding,0.40633234
percent_overcrowding,percentile_rank_no_highschool_diploma,0.40633234
percentile_rank_minority_status_and_language_theme,percent_black,0.406248943
percent_black,percentile_rank_minority_status_and_language_theme,0.406248943
percentile_rank_per_capita_income,income_ratio,0.406212363
income_ratio,percentile_rank_per_capita_income,0.406212363
percent_food_insecure,violent_crime_rate,0.405935345
violent_crime_rate,percent_food_insecure,0.405935345
percentile_rank_minorities,percent_food_insecure,0.405797399
percent_food_insecure,percentile_rank_minorities,0.405797399
percentile_rank_no_highschool_diploma,overcrowding,0.404841515
overcrowding,percentile_rank_no_highschool_diploma,0.404841515
percent_frequent_physical_distress,percent_adults_with_obesity,0.404094058
percent_adults_with_obesity,percent_frequent_physical_distress,0.404094058
percentile_rank_single_parent_households,percentile_rank_unemployed,0.40399551
percentile_rank_unemployed,percentile_rank_single_parent_households,0.40399551
percent_below_poverty,percent_adults_with_diabetes,0.403421398
percent_adults_with_diabetes,percent_below_poverty,0.403421398
percent_no_vehicle,percent_no_highschool_diploma,0.403127973
percent_no_highschool_diploma,percent_no_vehicle,0.403127973
percentile_rank_housing_and_transportation,percent_black,0.402358682
percent_black,percentile_rank_housing_and_transportation,0.402358682
percentile_rank_socioeconomic_theme,percent_adults_with_obesity,0.401966318
percent_adults_with_obesity,percentile_rank_socioeconomic_theme,0.401966318
percentile_rank_limited_english_abilities,overcrowding,0.401626396
overcrowding,percentile_rank_limited_english_abilities,0.401626396
percentile_rank_housing_and_transportation,percent_institutionalized_in_group_quarters,0.401374315
percent_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,0.401374315
percentile_rank_limited_english_abilities,percent_overcrowding,0.400947862
percent_overcrowding,percentile_rank_limited_english_abilities,0.400947862
percentile_rank_unemployed,percent_adults_with_diabetes,0.400751332
percent_adults_with_diabetes,percentile_rank_unemployed,0.400751332
percent_frequent_mental_distress,percent_adults_with_obesity,0.400352514
percent_adults_with_obesity,percent_frequent_mental_distress,0.400352514
percentile_rank_multi_unit_housing,num_households_CDC,0.400118298
num_households_CDC,percentile_rank_multi_unit_housing,0.400118298
percentile_rank_housing_and_transportation,teen_birth_rate,0.399319292
teen_birth_rate,percentile_rank_housing_and_transportation,0.399319292
percentile_rank_multi_unit_housing,percent_excessive_drinking,0.399316009
percent_excessive_drinking,percentile_rank_multi_unit_housing,0.399316009
percentile_rank_overcrowding,percent_age_17_and_younger,0.399072034
percent_age_17_and_younger,percentile_rank_overcrowding,0.399072034
percentile_rank_no_vehicle,percent_severe_housing_problems,0.398730528
percent_severe_housing_problems,percentile_rank_no_vehicle,0.398730528
percentile_rank_housing_and_transportation,percent_insufficient_sleep,0.398060595
percent_insufficient_sleep,percentile_rank_housing_and_transportation,0.398060595
percentile_rank_multi_unit_housing,num_housing_units,0.397986625
num_housing_units,percentile_rank_multi_unit_housing,0.397986625
percent_multi_unit_housing,percent_severe_housing_cost_burden,0.396989568
percent_severe_housing_cost_burden,percent_multi_unit_housing,0.396989568
percentile_rank_social_vulnerability,percent_severe_housing_cost_burden,0.396756129
percent_severe_housing_cost_burden,percentile_rank_social_vulnerability,0.396756129
percent_enrolled_in_free_or_reduced_lunch,percent_severe_housing_problems,0.396515787
percent_severe_housing_problems,percent_enrolled_in_free_or_reduced_lunch,0.396515787
percentile_rank_no_highschool_diploma,percent_no_vehicle,0.396495523
percent_no_vehicle,percentile_rank_no_highschool_diploma,0.396495523
percent_single_parent_households_CDC,violent_crime_rate,0.395040823
violent_crime_rate,percent_single_parent_households_CDC,0.395040823
percentile_rank_housing_and_transportation,percent_smokers,0.393782338
percent_smokers,percentile_rank_housing_and_transportation,0.393782338
percent_children_in_poverty,percent_adults_with_obesity,0.393403965
percent_adults_with_obesity,percent_children_in_poverty,0.393403965
percent_multi_unit_housing,median_household_income,0.393280097
median_household_income,percent_multi_unit_housing,0.393280097
percentile_rank_no_vehicle,percent_no_highschool_diploma,0.392908658
percent_no_highschool_diploma,percentile_rank_no_vehicle,0.392908658
percent_black,percent_severe_housing_problems,0.392155136
percent_severe_housing_problems,percent_black,0.392155136
percent_mobile_homes,percent_uninsured,0.39129722
percent_uninsured,percent_mobile_homes,0.39129722
percentile_rank_single_parent_households,percent_frequent_physical_distress,0.390656633
percent_frequent_physical_distress,percentile_rank_single_parent_households,0.390656633
percentile_rank_multi_unit_housing,labor_force,0.390498062
labor_force,percentile_rank_multi_unit_housing,0.390498062
percent_age_65_and_older,percent_non_hispanic_white,0.390115497
percent_non_hispanic_white,percent_age_65_and_older,0.390115497
percent_adults_with_diabetes,teen_birth_rate,0.389796091
teen_birth_rate,percent_adults_with_diabetes,0.389796091
percentile_rank_housing_and_transportation,violent_crime_rate,0.38968839
violent_crime_rate,percentile_rank_housing_and_transportation,0.38968839
percent_disabled,percent_insufficient_sleep,0.389166061
percent_insufficient_sleep,percent_disabled,0.389166061
percentile_rank_housing_and_transportation,percentile_rank_minority_status_and_language_theme,0.389145917
percentile_rank_minority_status_and_language_theme,percentile_rank_housing_and_transportation,0.389145917
percentile_rank_multi_unit_housing,total_population,0.388323176
total_population,percentile_rank_multi_unit_housing,0.388323176
percentile_rank_age_17_and_younger,overcrowding,0.388290048
overcrowding,percentile_rank_age_17_and_younger,0.388290048
percentile_rank_age_17_and_younger,percent_overcrowding,0.388125826
percent_overcrowding,percentile_rank_age_17_and_younger,0.388125826
percentile_rank_single_parent_households,percent_no_vehicle,0.38792501
percent_no_vehicle,percentile_rank_single_parent_households,0.38792501
percent_food_insecure,percent_adults_with_obesity,0.387647577
percent_adults_with_obesity,percent_food_insecure,0.387647577
percentile_rank_no_highschool_diploma,percent_single_parent_households_CDC,0.386743731
percent_single_parent_households_CDC,percentile_rank_no_highschool_diploma,0.386743731
percentile_rank_single_parent_households,percent_unemployed_CDC,0.386569331
percent_unemployed_CDC,percentile_rank_single_parent_households,0.386569331
percent_severe_housing_cost_burden,violent_crime_rate,0.386364543
violent_crime_rate,percent_severe_housing_cost_burden,0.386364543
percent_insufficient_sleep,percent_adults_with_obesity,0.386256671
percent_adults_with_obesity,percent_insufficient_sleep,0.386256671
percentile_rank_no_vehicle,percentile_rank_household_comp_disability_theme,0.385825912
percentile_rank_household_comp_disability_theme,percentile_rank_no_vehicle,0.385825912
percentile_rank_overcrowding,percent_less_than_18_years_of_age,0.385017358
percent_less_than_18_years_of_age,percentile_rank_overcrowding,0.385017358
percent_overcrowding,percent_fair_or_poor_health,0.384845292
percent_fair_or_poor_health,percent_overcrowding,0.384845292
percent_unemployed_CDC,percent_adults_with_diabetes,0.384787716
percent_adults_with_diabetes,percent_unemployed_CDC,0.384787716
percent_overcrowding,percent_single_parent_households_CDC,0.384486426
percent_single_parent_households_CDC,percent_overcrowding,0.384486426
percentile_rank_disabled,percent_insufficient_sleep,0.383410827
percent_insufficient_sleep,percentile_rank_disabled,0.383410827
percentile_rank_overcrowding,percentile_rank_age_17_and_younger,0.383366736
percentile_rank_age_17_and_younger,percentile_rank_overcrowding,0.383366736
overcrowding,percent_fair_or_poor_health,0.383204293
percent_fair_or_poor_health,overcrowding,0.383204293
percentile_rank_overcrowding,percentile_rank_socioeconomic_theme,0.38295155
percentile_rank_socioeconomic_theme,percentile_rank_overcrowding,0.38295155
percent_children_in_poverty,percent_uninsured,0.382885512
percent_uninsured,percent_children_in_poverty,0.382885512
percentile_rank_mobile_homes,percent_insufficient_sleep,0.382867835
percent_insufficient_sleep,percentile_rank_mobile_homes,0.382867835
percent_severe_housing_problems,percent_children_in_poverty,0.382098298
percent_children_in_poverty,percent_severe_housing_problems,0.382098298
percent_single_parent_households_CDC,overcrowding,0.382086668
overcrowding,percent_single_parent_households_CDC,0.382086668
average_grade_performance,eightieth_percentile_income,0.38146107
eightieth_percentile_income,average_grade_performance,0.38146107
percentile_rank_single_parent_households,percentile_rank_no_highschool_diploma,0.381089917
percentile_rank_no_highschool_diploma,percentile_rank_single_parent_households,0.381089917
percentile_rank_minorities,percent_children_in_poverty,0.381065465
percent_children_in_poverty,percentile_rank_minorities,0.381065465
percentile_rank_single_parent_households,percent_severe_housing_problems,0.380914683
percent_severe_housing_problems,percentile_rank_single_parent_households,0.380914683
percent_single_parent_households_CDC,percent_no_highschool_diploma,0.380906863
percent_no_highschool_diploma,percent_single_parent_households_CDC,0.380906863
percent_non_hispanic_white,percent_65_and_over,0.380249817
percent_65_and_over,percent_non_hispanic_white,0.380249817
percent_single_parent_households_CDC,percent_age_17_and_younger,0.380202552
percent_age_17_and_younger,percent_single_parent_households_CDC,0.380202552
percentile_rank_unemployed,percent_minorities,0.380052237
percent_minorities,percentile_rank_unemployed,0.380052237
percentile_rank_minorities,percentile_rank_socioeconomic_theme,0.379898111
percentile_rank_socioeconomic_theme,percentile_rank_minorities,0.379898111
percentile_rank_no_vehicle,teen_birth_rate,0.379895956
teen_birth_rate,percentile_rank_no_vehicle,0.379895956
percentile_rank_age_17_and_younger,percent_single_parent_households_CDC,0.378496181
percent_single_parent_households_CDC,percentile_rank_age_17_and_younger,0.378496181
percent_single_parent_households_CDC,percent_frequent_mental_distress,0.378495823
percent_frequent_mental_distress,percent_single_parent_households_CDC,0.378495823
percentile_rank_minorities,income_ratio,0.376713234
income_ratio,percentile_rank_minorities,0.376713234
num_associations,eightieth_percentile_income,0.376173604
eightieth_percentile_income,num_associations,0.376173604
percent_no_highschool_diploma,percent_adults_with_diabetes,0.375422336
percent_adults_with_diabetes,percent_no_highschool_diploma,0.375422336
percentile_rank_household_comp_disability_theme,percent_adults_with_obesity,0.374879672
percent_adults_with_obesity,percentile_rank_household_comp_disability_theme,0.374879672
percentile_rank_minorities,percent_below_poverty,0.374018105
percent_below_poverty,percentile_rank_minorities,0.374018105
percentile_rank_age_65_and_older,social_association_rate,0.371511579
social_association_rate,percentile_rank_age_65_and_older,0.371511579
percentile_rank_no_highschool_diploma,percent_black,0.371375079
percent_black,percentile_rank_no_highschool_diploma,0.371375079
percent_black,percent_frequent_physical_distress,0.370763423
percent_frequent_physical_distress,percent_black,0.370763423
percentile_rank_no_vehicle,percent_disabled,0.369866324
percent_disabled,percentile_rank_no_vehicle,0.369866324
income_ratio,teen_birth_rate,0.368783762
teen_birth_rate,income_ratio,0.368783762
percentile_rank_single_parent_households,percent_smokers,0.368593453
percent_smokers,percentile_rank_single_parent_households,0.368593453
percentile_rank_single_parent_households,percentile_rank_age_17_and_younger,0.368433432
percentile_rank_age_17_and_younger,percentile_rank_single_parent_households,0.368433432
percent_mobile_homes,income_ratio,0.36739551
income_ratio,percent_mobile_homes,0.36739551
percent_no_vehicle,percent_minorities,0.36638042
percent_minorities,percent_no_vehicle,0.36638042
percentile_rank_overcrowding,percent_fair_or_poor_health,0.366127565
percent_fair_or_poor_health,percentile_rank_overcrowding,0.366127565
percent_severe_housing_problems,violent_crime_rate,0.365612294
violent_crime_rate,percent_severe_housing_problems,0.365612294
percent_severe_housing_cost_burden,percent_insufficient_sleep,0.365153709
percent_insufficient_sleep,percent_severe_housing_cost_burden,0.365153709
percent_single_parent_households_CDC,percent_less_than_18_years_of_age,0.364137337
percent_less_than_18_years_of_age,percent_single_parent_households_CDC,0.364137337
percentile_rank_minorities,percentile_rank_below_poverty,0.363950158
percentile_rank_below_poverty,percentile_rank_minorities,0.363950158
percent_no_vehicle,violent_crime_rate,0.362975517
violent_crime_rate,percent_no_vehicle,0.362975517
percent_multi_unit_housing,life_expectancy,0.362597741
life_expectancy,percent_multi_unit_housing,0.362597741
percentile_rank_no_vehicle,percentile_rank_disabled,0.362541317
percentile_rank_disabled,percentile_rank_no_vehicle,0.362541317
percent_single_parent_households_CDC,income_ratio,0.361829382
income_ratio,percent_single_parent_households_CDC,0.361829382
percentile_rank_unemployed,percent_physically_inactive,0.361465751
percent_physically_inactive,percentile_rank_unemployed,0.361465751
percentile_rank_per_capita_income,percent_uninsured,0.361434016
percent_uninsured,percentile_rank_per_capita_income,0.361434016
percent_enrolled_in_free_or_reduced_lunch,percent_adults_with_obesity,0.36076711
percent_adults_with_obesity,percent_enrolled_in_free_or_reduced_lunch,0.36076711
eightieth_percentile_income,labor_force,0.359909169
labor_force,eightieth_percentile_income,0.359909169
percentile_rank_below_poverty,percent_uninsured,0.359899497
percent_uninsured,percentile_rank_below_poverty,0.359899497
percent_asian,twentieth_percentile_income,0.359626275
twentieth_percentile_income,percent_asian,0.359626275
percent_severe_housing_problems,percent_fair_or_poor_health,0.359203087
percent_fair_or_poor_health,percent_severe_housing_problems,0.359203087
average_grade_performance,life_expectancy,0.358229391
life_expectancy,average_grade_performance,0.358229391
percentile_rank_single_parent_households,percent_no_highschool_diploma,0.357677217
percent_no_highschool_diploma,percentile_rank_single_parent_households,0.357677217
percent_minorities,percent_insufficient_sleep,0.356622079
percent_insufficient_sleep,percent_minorities,0.356622079
percent_multi_unit_housing,percent_severe_housing_problems,0.356552511
percent_severe_housing_problems,percent_multi_unit_housing,0.356552511
per_capita_income,average_traffic_volume_per_meter_of_major_roadways,0.356013939
average_traffic_volume_per_meter_of_major_roadways,per_capita_income,0.356013939
percentile_rank_no_highschool_diploma,percent_adults_with_obesity,0.355940151
percent_adults_with_obesity,percentile_rank_no_highschool_diploma,0.355940151
percentile_rank_minority_status_and_language_theme,percent_severe_housing_cost_burden,0.355595815
percent_severe_housing_cost_burden,percentile_rank_minority_status_and_language_theme,0.355595815
percent_homeowners,percent_long_commute_drives_alone,0.354787921
percent_long_commute_drives_alone,percent_homeowners,0.354787921
percent_american_indian_alaska_native,overcrowding,0.354774448
overcrowding,percent_american_indian_alaska_native,0.354774448
percent_overcrowding,percent_american_indian_alaska_native,0.354379103
percent_american_indian_alaska_native,percent_overcrowding,0.354379103
percentile_rank_single_parent_households,percent_frequent_mental_distress,0.354281276
percent_frequent_mental_distress,percentile_rank_single_parent_households,0.354281276
percentile_rank_minorities,percent_unemployed_CDC,0.353986923
percent_unemployed_CDC,percentile_rank_minorities,0.353986923
percent_no_vehicle,population_density_per_sqmi,0.353923879
population_density_per_sqmi,percent_no_vehicle,0.353923879
percentile_rank_multi_unit_housing,life_expectancy,0.35373211
life_expectancy,percentile_rank_multi_unit_housing,0.35373211
percentile_rank_mobile_homes,income_ratio,0.353179267
income_ratio,percentile_rank_mobile_homes,0.353179267
percent_black,percent_frequent_mental_distress,0.352605337
percent_frequent_mental_distress,percent_black,0.352605337
percent_below_poverty,percent_adults_with_obesity,0.352006444
percent_adults_with_obesity,percent_below_poverty,0.352006444
percent_age_17_and_younger,percent_hispanic,0.351920232
percent_hispanic,percent_age_17_and_younger,0.351920232
percentile_rank_multi_unit_housing,twentieth_percentile_income,0.350944129
twentieth_percentile_income,percentile_rank_multi_unit_housing,0.350944129
percentile_rank_overcrowding,percent_single_parent_households_CDC,0.350460656
percent_single_parent_households_CDC,percentile_rank_overcrowding,0.350460656
percent_single_parent_households_CDC,percent_severe_housing_cost_burden,0.350293369
percent_severe_housing_cost_burden,percent_single_parent_households_CDC,0.350293369
percentile_rank_social_vulnerability,percent_adults_with_obesity,0.350239764
percent_adults_with_obesity,percentile_rank_social_vulnerability,0.350239764
percent_no_vehicle,teen_birth_rate,0.349617483
teen_birth_rate,percent_no_vehicle,0.349617483
per_capita_income,num_associations,0.349456568
num_associations,per_capita_income,0.349456568
percent_non_hispanic_white,high_school_graduation_rate,0.348753063
high_school_graduation_rate,percent_non_hispanic_white,0.348753063
percentile_rank_minority_status_and_language_theme,violent_crime_rate,0.347996948
violent_crime_rate,percentile_rank_minority_status_and_language_theme,0.347996948
percentile_rank_per_capita_income,percent_rural,0.347613591
percent_rural,percentile_rank_per_capita_income,0.347613591
percentile_rank_limited_english_abilities,percent_asian,0.346826558
percent_asian,percentile_rank_limited_english_abilities,0.346826558
percent_hispanic,percent_less_than_18_years_of_age,0.34672767
percent_less_than_18_years_of_age,percent_hispanic,0.34672767
percentile_rank_no_vehicle,violent_crime_rate,0.346025711
violent_crime_rate,percentile_rank_no_vehicle,0.346025711
percentile_rank_minority_status_and_language_theme,percent_asian,0.34578092
percent_asian,percentile_rank_minority_status_and_language_theme,0.34578092
average_traffic_volume_per_meter_of_major_roadways,eightieth_percentile_income,0.344612406
eightieth_percentile_income,average_traffic_volume_per_meter_of_major_roadways,0.344612406
percent_severe_housing_cost_burden,percent_children_in_poverty,0.343865448
percent_children_in_poverty,percent_severe_housing_cost_burden,0.343865448
percentile_rank_overcrowding,percentile_rank_below_poverty,0.343826631
percentile_rank_below_poverty,percentile_rank_overcrowding,0.343826631
percent_multi_unit_housing,percent_excessive_drinking,0.343199697
percent_excessive_drinking,percent_multi_unit_housing,0.343199697
teen_birth_rate,percent_adults_with_obesity,0.342888283
percent_adults_with_obesity,teen_birth_rate,0.342888283
percentile_rank_minority_status_and_language_theme,percent_no_highschool_diploma,0.342800372
percent_no_highschool_diploma,percentile_rank_minority_status_and_language_theme,0.342800372
percentile_rank_single_parent_households,percent_age_17_and_younger,0.341588562
percent_age_17_and_younger,percentile_rank_single_parent_households,0.341588562
num_households_CDC,eightieth_percentile_income,0.341412943
eightieth_percentile_income,num_households_CDC,0.341412943
percentile_rank_minorities,percentile_rank_unemployed,0.340683585
percentile_rank_unemployed,percentile_rank_minorities,0.340683585
percentile_rank_per_capita_income,percent_single_parent_households_CDC,0.340629829
percent_single_parent_households_CDC,percentile_rank_per_capita_income,0.340629829
percentile_rank_minorities,teen_birth_rate,0.340294732
teen_birth_rate,percentile_rank_minorities,0.340294732
percentile_rank_below_poverty,violent_crime_rate,0.338718262
violent_crime_rate,percentile_rank_below_poverty,0.338718262
eightieth_percentile_income,total_population,0.338348731
total_population,eightieth_percentile_income,0.338348731
percent_minorities,percent_frequent_physical_distress,0.338061476
percent_frequent_physical_distress,percent_minorities,0.338061476
percentile_rank_below_poverty,percent_adults_with_obesity,0.337568485
percent_adults_with_obesity,percentile_rank_below_poverty,0.337568485
percentile_rank_socioeconomic_theme,percent_overcrowding,0.337090782
percent_overcrowding,percentile_rank_socioeconomic_theme,0.337090782
percentile_rank_overcrowding,percentile_rank_single_parent_households,0.336551736
percentile_rank_single_parent_households,percentile_rank_overcrowding,0.336551736
percentile_rank_housing_and_transportation,percent_mobile_homes,0.335896345
percent_mobile_homes,percentile_rank_housing_and_transportation,0.335896345
percentile_rank_socioeconomic_theme,overcrowding,0.334730254
overcrowding,percentile_rank_socioeconomic_theme,0.334730254
percent_severe_housing_cost_burden,percent_enrolled_in_free_or_reduced_lunch,0.33404424
percent_enrolled_in_free_or_reduced_lunch,percent_severe_housing_cost_burden,0.33404424
percent_unemployed_CDC,percent_physically_inactive,0.333866631
percent_physically_inactive,percent_unemployed_CDC,0.333866631
percent_age_65_and_older,social_association_rate,0.333728453
social_association_rate,percent_age_65_and_older,0.333728453
percent_below_poverty,percent_uninsured,0.333443014
percent_uninsured,percent_below_poverty,0.333443014
percentile_rank_housing_and_transportation,percentile_rank_mobile_homes,0.332775727
percentile_rank_mobile_homes,percentile_rank_housing_and_transportation,0.332775727
percentile_rank_overcrowding,percent_enrolled_in_free_or_reduced_lunch,0.331677871
percent_enrolled_in_free_or_reduced_lunch,percentile_rank_overcrowding,0.331677871
percentile_rank_minority_status_and_language_theme,percentile_rank_no_highschool_diploma,0.330872309
percentile_rank_no_highschool_diploma,percentile_rank_minority_status_and_language_theme,0.330872309
percent_black,percent_adults_with_diabetes,0.330857529
percent_adults_with_diabetes,percent_black,0.330857529
percentile_rank_socioeconomic_theme,percent_severe_housing_cost_burden,0.330501337
percent_severe_housing_cost_burden,percentile_rank_socioeconomic_theme,0.330501337
percentile_rank_overcrowding,percent_below_poverty,0.330305062
percent_below_poverty,percentile_rank_overcrowding,0.330305062
percent_asian,percent_some_college,0.330133334
percent_some_college,percent_asian,0.330133334
percent_overcrowding,percent_below_poverty,0.329659027
percent_below_poverty,percent_overcrowding,0.329659027
percent_no_highschool_diploma,percent_black,0.329323736
percent_black,percent_no_highschool_diploma,0.329323736
percent_age_17_and_younger,percent_not_proficient_in_english,0.328952418
percent_not_proficient_in_english,percent_age_17_and_younger,0.328952418
percentile_rank_household_comp_disability_theme,percent_insufficient_sleep,0.328906094
percent_insufficient_sleep,percentile_rank_household_comp_disability_theme,0.328906094
num_housing_units,eightieth_percentile_income,0.328343274
eightieth_percentile_income,num_housing_units,0.328343274
percent_frequent_physical_distress,percent_severe_housing_problems,0.327704339
percent_severe_housing_problems,percent_frequent_physical_distress,0.327704339
percent_below_poverty,overcrowding,0.327218758
overcrowding,percent_below_poverty,0.327218758
violent_crime_rate,percent_children_in_poverty,0.326382818
percent_children_in_poverty,violent_crime_rate,0.326382818
average_traffic_volume_per_meter_of_major_roadways,percent_some_college,0.32596178
percent_some_college,average_traffic_volume_per_meter_of_major_roadways,0.32596178
percentile_rank_single_parent_households,percent_severe_housing_cost_burden,0.325526685
percent_severe_housing_cost_burden,percentile_rank_single_parent_households,0.325526685
percentile_rank_single_parent_households,percent_less_than_18_years_of_age,0.325427235
percent_less_than_18_years_of_age,percentile_rank_single_parent_households,0.325427235
percent_limited_english_abilities,percent_age_17_and_younger,0.324392736
percent_age_17_and_younger,percent_limited_english_abilities,0.324392736
percent_black,percent_adults_with_obesity,0.323859293
percent_adults_with_obesity,percent_black,0.323859293
percent_insufficient_sleep,percent_severe_housing_problems,0.323085252
percent_severe_housing_problems,percent_insufficient_sleep,0.323085252
percent_no_vehicle,percent_disabled,0.320497848
percent_disabled,percent_no_vehicle,0.320497848
percent_overcrowding,percent_enrolled_in_free_or_reduced_lunch,0.320045596
percent_enrolled_in_free_or_reduced_lunch,percent_overcrowding,0.320045596
percentile_rank_single_parent_households,income_ratio,0.319835383
income_ratio,percentile_rank_single_parent_households,0.319835383
percent_not_proficient_in_english,percent_less_than_18_years_of_age,0.319067925
percent_less_than_18_years_of_age,percent_not_proficient_in_english,0.319067925
percent_enrolled_in_free_or_reduced_lunch,overcrowding,0.319043012
overcrowding,percent_enrolled_in_free_or_reduced_lunch,0.319043012
percentile_rank_household_comp_disability_theme,percent_no_vehicle,0.318750528
percent_no_vehicle,percentile_rank_household_comp_disability_theme,0.318750528
percentile_rank_no_vehicle,percent_minorities,0.318424419
percent_minorities,percentile_rank_no_vehicle,0.318424419
percentile_rank_age_17_and_younger,percent_hispanic,0.317567447
percent_hispanic,percentile_rank_age_17_and_younger,0.317567447
percent_mobile_homes,percent_adults_with_obesity,0.317055617
percent_adults_with_obesity,percent_mobile_homes,0.317055617
eightieth_percentile_income,population_density_per_sqmi,0.316767333
population_density_per_sqmi,eightieth_percentile_income,0.316767333
percentile_rank_unemployed,violent_crime_rate,0.316587283
violent_crime_rate,percentile_rank_unemployed,0.316587283
percentile_rank_single_parent_households,percent_overcrowding,0.315970434
percent_overcrowding,percentile_rank_single_parent_households,0.315970434
percentile_rank_limited_english_abilities,percent_severe_housing_problems,0.315454624
percent_severe_housing_problems,percentile_rank_limited_english_abilities,0.315454624
percent_rural,percent_physically_inactive,0.315212224
percent_physically_inactive,percent_rural,0.315212224
percentile_rank_single_parent_households,percentile_rank_per_capita_income,0.314650487
percentile_rank_per_capita_income,percentile_rank_single_parent_households,0.314650487
percent_limited_english_abilities,percent_less_than_18_years_of_age,0.314022009
percent_less_than_18_years_of_age,percent_limited_english_abilities,0.314022009
percentile_rank_single_parent_households,overcrowding,0.313974974
overcrowding,percentile_rank_single_parent_households,0.313974974
percentile_rank_multi_unit_housing,population_density_per_sqmi,0.313518751
population_density_per_sqmi,percentile_rank_multi_unit_housing,0.313518751
percent_disabled,income_ratio,0.312356703
income_ratio,percent_disabled,0.312356703
percent_no_highschool_diploma,percent_adults_with_obesity,0.312270638
percent_adults_with_obesity,percent_no_highschool_diploma,0.312270638
percent_multi_unit_housing,twentieth_percentile_income,0.311535888
twentieth_percentile_income,percent_multi_unit_housing,0.311535888
percent_asian,life_expectancy,0.310807155
life_expectancy,percent_asian,0.310807155
percentile_rank_no_highschool_diploma,percent_hispanic,0.309965917
percent_hispanic,percentile_rank_no_highschool_diploma,0.309965917
percentile_rank_mobile_homes,percent_adults_with_obesity,0.309871983
percent_adults_with_obesity,percentile_rank_mobile_homes,0.309871983
percent_below_poverty,violent_crime_rate,0.30840321
violent_crime_rate,percent_below_poverty,0.30840321
percentile_rank_no_highschool_diploma,percent_limited_english_abilities,0.308372893
percent_limited_english_abilities,percentile_rank_no_highschool_diploma,0.308372893
percent_single_parent_households_CDC,percent_adults_with_obesity,0.308195228
percent_adults_with_obesity,percent_single_parent_households_CDC,0.308195228
percent_unemployed_CDC,percent_adults_with_obesity,0.308023097
percent_adults_with_obesity,percent_unemployed_CDC,0.308023097
percent_disabled,percent_adults_with_obesity,0.307234965
percent_adults_with_obesity,percent_disabled,0.307234965
percentile_rank_per_capita_income,percent_black,0.306480594
percent_black,percentile_rank_per_capita_income,0.306480594
percent_limited_english_abilities,percent_severe_housing_problems,0.306412655
percent_severe_housing_problems,percent_limited_english_abilities,0.306412655
percentile_rank_overcrowding,percentile_rank_per_capita_income,0.306384634
percentile_rank_per_capita_income,percentile_rank_overcrowding,0.306384634
per_capita_income,labor_force,0.306152631
labor_force,per_capita_income,0.306152631
percent_asian,percent_severe_housing_problems,0.305796598
percent_severe_housing_problems,percent_asian,0.305796598
percentile_rank_minority_status_and_language_theme,percent_enrolled_in_free_or_reduced_lunch,0.305625347
percent_enrolled_in_free_or_reduced_lunch,percentile_rank_minority_status_and_language_theme,0.305625347
violent_crime_rate,num_associations,0.305559489
num_associations,violent_crime_rate,0.305559489
percent_not_proficient_in_english,percent_severe_housing_problems,0.305009876
percent_severe_housing_problems,percent_not_proficient_in_english,0.305009876
percentile_rank_disabled,percent_adults_with_obesity,0.304857157
percent_adults_with_obesity,percentile_rank_disabled,0.304857157
num_associations,percent_some_college,0.304303637
percent_some_college,num_associations,0.304303637
percentile_rank_minority_status_and_language_theme,percentile_rank_age_17_and_younger,0.304037119
percentile_rank_age_17_and_younger,percentile_rank_minority_status_and_language_theme,0.304037119
percentile_rank_disabled,income_ratio,0.303212692
income_ratio,percentile_rank_disabled,0.303212692
percentile_rank_minorities,percent_insufficient_sleep,0.303144007
