county,state,lat,lon,total_population,population_density_per_sqmi,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,teen_birth_rate,percent_uninsured,high_school_graduation_rate,percent_some_college,labor_force,percent_children_in_poverty,social_association_rate,violent_crime_rate,percent_severe_housing_problems,overcrowding,inadequate_facilities,life_expectancy,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,average_grade_performance,median_household_income,percent_enrolled_in_free_or_reduced_lunch,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_not_proficient_in_english,percent_female,percent_rural,per_capita_income,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability,mean_winter_temp,mean_summer_temp
Kankakee,Illinois,41.13771689,-87.86183075,111493,164.7913764,16.44573353,16.02343514,41.2,36.5,19.61937866,24.14302809,6.658104407,93.16377863,60.43712147,55920,20.2,10.94840564,317.8417569,15.77322134,1.432806324,0.926383399,76.4785506,11.10771541,12.05135594,10.8,12.2,31.54422293,2.941758372,53884,50.56705975,230.9963548,68.21223471,14.34514087,22.74321966,16.85995783,1.347172088,50.77982986,24.45680438,25111,0.5014,0.7036,0.4397,0.4951,0.5536,0.2639,0.7205,0.6008,0.8529,0.8071,0.6743,0.6937,0.7227,0.7205,0.3155,0.3282,0.7182,0.8071,0.6966,0.7307,33.52370243,74.47833333
Kendall,Illinois,41.59054554,-88.42884135,121452,379.2005731,13.43504206,13.87534136,31.4,22,23.11610159,8.986584775,5.256361832,95.26710394,72.79316522,67661,5.4,5.308276157,104.2036998,12.70528326,1.884150223,0.534691279,81.96453414,8.901984245,10.11881612,7.6,5.5,30.59355716,3.495286134,93345,26.93606138,152.6079705,83.04254213,11.73787327,28.46577806,10.2583747,2.97118666,50.42801861,10.41957189,31920,0.0131,0.2837,0.0987,0.0891,0.0509,0.0156,0.9685,0.0076,0.5829,0.1977,0.6791,0.8456,0.8144,0.7358,0.0032,0.4954,0.015,0.0252,0.0455,0.1086,32.47061152,74.45278689
Knox,Illinois,40.93181491,-90.21326917,51752,72.23748139,17.96199882,17.7575838,29.2,30.1,18.29835181,29.38024647,5.780457199,86.84771784,56.34720653,22203,22.7,13.62613057,354.787355,11.53937101,1.300543864,1.347836368,77.15067983,12.02675777,12.8971901,17.5,13.4,30.26883989,3.01648067,44553,54.49543941,93.21525069,65.42006721,10.18,19.63002874,21.59163474,0.501564799,49.56696999,24.32018746,22939,0.6227,0.4957,0.6036,0.4467,0.5626,0.7211,0.1926,0.5934,0.5654,0.5466,0.5151,0.4556,0.4807,0.8411,0.1751,0.2767,0.8771,0.8997,0.7835,0.6336,31.70697516,74.01147541
Lake,Illinois,42.32337829,-88.00363099,702890,1583.524436,14.0446992,13.75903326,25.4,19.8,20.37371527,14.23009356,7.134818399,90.9434514,69.37458815,378401,10.3,7.71833068,154.1985724,16.33542288,2.577330182,0.58575686,81.61116416,9.247481967,10.65558601,8.7,6.5,31.91934019,3.214026071,87336,33.09985519,203.2313116,73.35248823,13.80883475,24.09792932,14.24164422,4.837146386,50.02040432,1.267303707,40655,0.0961,0.5256,0.0181,0.3161,0.1948,0.0965,0.8532,0.0242,0.4976,0.1522,0.7749,0.9198,0.8972,0.9004,0.0605,0.6956,0.2763,0.6078,0.5021,0.3502,32.88752061,71.92065574
LaSalle,Illinois,41.34399369,-88.88596252,111935,98.60932792,15.10722291,16.06501748,28.1,29.9,20.67733112,25.05183869,5.921120497,85.48473066,59.70755792,56230,20.2,12.99208664,124.6198629,13.29727293,0.991661032,0.664863647,77.11869064,10.74703244,11.68412101,13.3,10.4,30.60646585,3.011447475,54063,48.20042343,122.306857,72.45766508,11.24276724,21.53248652,18.93173718,1.105730041,49.53303482,30.2148801,26228,0.3852,0.8173,0.3553,0.4193,0.5062,0.5237,0.4196,0.2846,0.4693,0.2604,0.4502,0.6332,0.5473,0.6415,0.1869,0.1624,0.5339,0.6514,0.319,0.3973,32.09370243,75.83471698
Lawrence,Illinois,38.71998612,-87.72674475,16582,44.55395585,16.68972613,17.81350613,22.6,26,20.89517777,43.83242824,6.798065517,79.02078365,49.85884908,5981,20.9,16.69965364,107.3114895,10.2610261,3.060306031,0.810081008,75.84089084,11.24950706,11.96282952,17.2,13.3,32.9393126,3.020515199,43767,56.84016582,38.08289404,71.07747396,8.25059911,18.6869648,17.43101808,0.697113819,43.95179194,58.01699044,16417,0.5189,0.3298,0.9663,0.8685,0.7176,0.4352,0.1219,0.8819,0.6361,0.5489,0.6132,0.6753,0.6695,0.6065,0.4429,0.7911,0.3986,0.992,0.8571,0.7985,35.51363636,77.7836
Lee,Illinois,41.74620692,-89.3004019,34718,47.8963572,15.23854143,16.01859513,37.1,27.7,19.58777584,24.23140997,5.810965727,83.3757329,62.42754052,17831,14.3,13.66040807,141.6221639,10.40355424,1.517956313,0.851536468,78.74511436,10.45377804,11.48777074,8.4,9.9,29.67133007,2.903452355,54915,44.18493804,133.6825754,72.81553398,8.859900468,19.6943576,19.60085323,0.707640689,46.89828478,53.21251145,27021,0.263,0.4368,0.3069,0.4257,0.3231,0.5237,0.2146,0.3337,0.5084,0.2015,0.4394,0.5629,0.503,0.6472,0.1869,0.3709,0.4877,0.916,0.5393,0.3448,31.14352061,72.92786885
Livingston,Illinois,40.8915759,-88.55772436,37278,35.69910269,15.27544971,15.97755374,34.3,26.9,20.11802621,26.45433009,5.722268587,93.65670478,52.44460077,16610,16.3,16.70409113,183.6448093,12.151463,1.204819277,1.135972461,76.90120832,10.47442141,11.78139863,10.3,10.7,30.22720485,3.124268453,59323,44.05316762,69.77940088,72.06703911,11.6528628,21.45353877,19.20527949,0.276605037,49.84759934,40.80359435,26777,0.3161,0.3964,0.3187,0.4257,0.3343,0.5018,0.3957,0.4212,0.7342,0.5279,0.384,0.383,0.3626,0.6593,0.2455,0.2413,0.5985,0.9118,0.5648,0.397,33.01097516,75.11704918
Logan,Illinois,40.12456858,-89.36754864,29820,48.24803979,14.04613496,14.93606939,36.1,24.3,20.78006121,25.22901337,5.251630245,82.15747664,60.83200425,12852,17,15.38724568,233.229875,7.989105765,0.771674989,0.544711757,76.9865977,9.968798358,11.26618677,18.2,10,30.69956596,3.038568018,52959,45.66712517,75.20938991,72.74650478,7.614117647,19.35695765,18.27139153,0.24600246,49.23076923,39.86470879,23410,0.2932,0.5425,0.5654,0.489,0.475,0.4683,0.1063,0.483,0.7539,0.3359,0.5839,0.1799,0.3604,0.6202,0.1461,0.0923,0.5985,0.9825,0.447,0.3938,33.2384297,76.67704918
Macon,Illinois,39.85998925,-88.9616116,108404,186.6822694,16.33762363,16.43921804,31.5,29.6,17.84650861,35.59056417,5.536222714,84.80878148,64.5756011,49961,27,15.31176454,389.6055303,13.0962996,1.448952296,0.891662951,77.54441363,11.23352399,12.45248514,14.4,14,31.50818394,2.786818504,50684,50.4509018,188.697868,69.5395915,12.05974038,22.10825884,20.01680801,0.273111976,52.09909084,15.26162791,27010,0.6883,0.8539,0.3082,0.3292,0.5657,0.5524,0.476,0.4731,0.8211,0.7364,0.6151,0.2588,0.4238,0.8656,0.0968,0.3346,0.8848,0.7138,0.7001,0.6301,34.17016708,76.27147541
Macoupin,Illinois,39.26101161,-89.92443787,46482,53.86603486,14.360908,15.81453097,28,23.4,19.8585916,20.66374452,5.953568262,87.94044723,62.71316344,23066,19.3,16.06301985,170.073812,10.55718475,1.487603306,0.906424953,76.75389786,10.44759766,11.95707162,15.2,10.6,30.85033473,3.02936428,53409,49.63697967,38.62013113,76.28915406,9.541395657,21.2830755,19.87509103,0.20714894,50.54620087,58.51355595,26779,0.3317,0.8007,0.3184,0.2999,0.4292,0.6437,0.3757,0.5419,0.5145,0.5498,0.0605,0.2273,0.1003,0.3454,0.3779,0.3547,0.3814,0.511,0.2343,0.2658,34.38709091,74.74392857
Madison,Illinois,38.82987917,-89.90514231,266759,372.7071505,15.32785539,16.47696423,36.9,23.9,20.93910179,23.23041072,4.920569001,86.98533872,70.14351539,134575,17.3,13.63835014,248.7263753,12.09643508,1.051254497,1.051254497,76.74025434,10.24866297,11.66902725,10.8,11.6,33.09000101,3.054919217,60121,44.65838178,155.8447132,70.76145346,11.88916202,21.83913696,17.19913333,0.376967788,51.30926677,13.34066146,29100,0.3422,0.6813,0.1894,0.1178,0.297,0.3225,0.4543,0.2267,0.5931,0.2076,0.4674,0.2658,0.3397,0.6543,0.1229,0.1751,0.5985,0.5129,0.27,0.2165,34.75036364,76.16229508
Marion,Illinois,38.64960054,-88.91898577,38503,67.26895843,16.71555064,17.38311296,29.6,32.3,18.72189336,43.08932846,6.173415024,82.0807188,60.91023155,17778,30.2,22.42625719,347.0662692,12.94191919,2.051767677,1.893939394,74.30358286,11.51662044,12.75858169,17.3,12.6,30.90017546,3.029193374,46096,65.81183377,126.892718,73.37397097,9.946923531,23.22700691,19.69165338,0.420344683,51.10845295,45.05667267,23366,0.6651,0.7752,0.5702,0.4091,0.6393,0.6151,0.5479,0.6991,0.8029,0.9067,0.3069,0.3919,0.3168,0.5142,0.7026,0.5489,0.7182,0.5123,0.7507,0.7227,35.55618182,77.67901639
Marshall,Illinois,41.03317278,-89.34476445,12060,31.1795245,13.49488636,14.47747257,26.5,26.5,20.258272,27.5893261,5.886287625,86.50638298,60.65708419,5510,13.6,17.9028133,161.1170784,9.485368315,1.009081736,0.201816347,76.96455476,9.922487358,11.34561809,13.5,9.2,28.96727618,3.23773315,57422,46.57534247,37.96180915,82.09687308,8.386009271,19.94971389,23.46107161,0.20640761,50.3641408,100,28279,0.1429,0.3677,0.2318,0.1687,0.1827,0.8602,0.2257,0.2662,0.1426,0.1611,0.1487,0.283,0.1726,0.1831,0.134,0.1547,0.2038,0.5753,0.0411,0.0455,31.66097516,75.83471698
Mason,Illinois,40.23966337,-89.91677898,13931,25.83463113,14.90606991,16.24035993,29.8,27.4,19.41493284,31.20759837,6.252947279,87.04152334,52.41747249,6318,23.4,14.58257382,363.5996364,11.58586689,0.805258833,0.821692687,76.96275402,10.79229544,12.2183656,12.8,11.6,29.64793741,2.910510185,48764,50.61992304,37.85054203,77.99900448,9.478916695,20.78142278,22.19683008,0.007634171,50.68927387,77.48534024,25166,0.4858,0.8539,0.4343,0.4951,0.5906,0.7876,0.3174,0.5419,0.625,0.6982,0.0468,0.0898,0.0331,0.134,0.4253,0.121,0.5801,0.3983,0.134,0.3066,33.04715698,76.57311475
Massac,Illinois,37.2189768,-88.7077276,14883,62.739886,16.49683601,16.24992842,33.4,30.9,18.15071786,36.66895134,6.143525466,86.32117117,62.43946731,5748,26.1,17.42889013,318.1372051,13.86554622,1.512605042,0.336134454,74.51086571,11.37922345,12.64839828,26,13.6,31.46617111,3.115179824,43783,59.70344527,37.17200114,75.31192813,10.97053726,22.07386364,21.00142046,0.160959906,52.109375,50.50878216,23673,0.6944,0.6361,0.547,0.609,0.6603,0.7876,0.4117,0.8325,0.4865,0.8462,0.3919,0.2891,0.3047,0.5272,0.7829,0.3719,0.8472,0.5533,0.7902,0.7189,36.03163636,74.47111111
McDonough,Illinois,40.45620284,-90.67791649,31727,53.8286667,17.1754568,16.74929171,34.8,27.1,20.76838597,9.358054924,7.13799519,89.25242019,71.30421503,13359,22.9,13.95062129,257.3657119,15.11824324,1.984797297,1.097972973,78.28998154,11.80151236,12.97591654,9.4,14.3,31.48885554,2.942513969,42887,49.2629717,104.8466643,66.72865746,12.02031603,17.07895176,17.63979302,0.517976843,51.01318645,29.50447688,22387,0.8695,0.7931,0.6492,0.1063,0.638,0.2732,0.0366,0.2114,0.3976,0.0331,0.4091,0.355,0.3607,0.9086,0.3037,0.5244,0.788,0.9554,0.9287,0.5154,32.86644444,73.66786885
McHenry,Illinois,42.32447091,-88.45235841,307083,509.0719752,13.41005033,13.61180006,33,21.3,22.03925349,9.321236208,5.953742869,93.09027659,70.464739,165849,7.8,6.987532431,95.73131411,13.69993643,1.671056217,0.467714104,80.43515265,9.118114809,10.55165637,10.1,6.4,29.70759866,3.220187587,86268,27.48704138,150.9960519,79.26787822,11.39440638,23.46177529,14.59117866,2.466045456,50.21745471,9.878546444,34589,0.0586,0.4502,0.0653,0.1178,0.121,0.0965,0.8195,0.0271,0.2932,0.0764,0.5374,0.802,0.703,0.6326,0.0223,0.4247,0.1076,0.0487,0.0398,0.0812,32.31279334,71.47147541
McLean,Illinois,40.49087795,-88.84733132,173254,146.4098895,14.71930529,14.97377371,33.5,23.2,21.94417326,11.60904667,5.12815056,91.58841157,78.26703895,87889,10.5,11.78245981,287.3039433,13.76696232,1.55408991,0.591312258,80.18287591,10.12781757,11.43826429,11,11.6,32.34821268,3.117595241,67087,35.6087482,202.1515231,64.14849076,11.87095956,21.48725901,13.2270234,0.898692811,51.41527993,16.49682731,31752,0.4043,0.2168,0.1041,0.0131,0.1315,0.0675,0.4228,0.0408,0.2888,0.0264,0.5743,0.5934,0.5969,0.9503,0.1691,0.3766,0.5495,0.781,0.6619,0.1933,32.9984297,75.47803279
Menard,Illinois,40.02739711,-89.80219266,12576,39.99525481,13.07101738,14.61642518,30.1,22.3,20.98792799,13.55932203,5.407317566,86.88296623,63.11622886,6689,14.5,8.983258473,83.76686359,11.7816092,1.819923372,0.670498084,78.86368129,9.732116125,11.2440532,9.8,9.5,29.95126842,3.208209141,74872,37.8042185,16.2145717,77.18353213,7.698460308,21.98079427,19.35221354,0,51.26139323,75.69460842,31323,0.3066,0.3422,0.1137,0.1598,0.1853,0.5845,0.5209,0.2763,0.695,0.5511,0.086,0,0.0191,0.4897,0.2404,0.4897,0.2206,0.2432,0.142,0.1019,33.31606607,76.57311475
Mercer,Illinois,41.2053431,-90.74145468,15971,28.45869023,13.72437355,15.15456537,32.6,24.2,20.12544389,20.42098649,5.344136181,87.4,65.0605971,8103,12.6,17.92803176,95.71209801,8.758568165,0.578827114,1.279512567,77.85523967,9.817647628,11.27142195,12.2,10,28.19908522,3.104676905,58384,37.99065421,30.75170055,77.85326087,8.444724013,21.39606436,21.66527787,0.080488296,50.05448369,77.75952294,27566,0.1611,0.3964,0.2748,0.1598,0.2069,0.773,0.4072,0.2267,0.291,0.2611,0.0837,0.092,0.0458,0.4527,0.1493,0.07,0.3986,0.3792,0.0755,0.0646,31.33424788,75.63704918
Monroe,Illinois,38.27855366,-90.17738453,33703,87.53647603,11.51516969,12.96732071,36.3,20.7,21.90930146,7.84973367,3.659052454,92.85900955,80.03033367,18595,4.3,14.07748482,31.12448311,9.63161934,0.798158097,0.729086723,82.25675443,8.719403403,10.2581348,8.9,6.7,28.30144104,3.704137887,88481,17.36272235,118.8896648,84.47823807,9.175774135,22.09989806,17.76612786,0.482445219,50.31891656,41.35995388,35699,0.0038,0.2057,0.0519,0.0166,0.0143,0.3684,0.568,0.0707,0.1086,0.0576,0.0487,0.1223,0.0436,0.3871,0.1229,0.0942,0.1404,0.1095,0.0105,3.00E-04,35.28636364,78.09836066
Montgomery,Illinois,39.23104017,-89.47889222,29301,41.63929949,15.43920651,16.11002039,31,27.3,20.0189026,24.3449173,5.981441827,86.09666395,54.97536946,11891,20.1,14.93574158,132.0532496,9.74745237,1.240584847,1.240584847,77.25696356,11.10003995,12.00063514,12.4,12.1,31.24078225,2.989294905,53138,51.0693302,61.97650381,77.09674575,8.451364788,20.06573197,20.1531415,0.261172374,47.6137198,41.62237576,21072,0.4811,0.3422,0.7469,0.5645,0.5517,0.6243,0.2034,0.4107,0.7052,0.4269,0.397,0.0716,0.192,0.4492,0.3862,0.2512,0.5193,0.9774,0.5282,0.439,34.72727273,74.74392857
Morgan,Illinois,39.7155671,-90.20147724,34801,61.18281796,15.91118254,16.13652531,32.1,25.9,19.54769868,24.750499,5.221817016,77.68716418,60.08936119,16309,23.1,14.49789928,169.0259878,11.45342515,1.087350489,1.123595506,77.63238902,10.92691591,12.18608424,14.6,12,31.59957525,3.195795384,48976,51.10159119,81.55134002,67.83756492,11.29321958,18.86037203,20.01118437,0.42265168,49.2376972,36.22809239,25201,0.4575,0.5552,0.4311,0.2416,0.412,0.6243,0.1862,0.4107,0.689,0.4046,0.3846,0.3744,0.3566,0.8112,0.3212,0.1929,0.6425,0.9363,0.7042,0.4623,33.85327273,75.11934426
Moultrie,Illinois,39.6414236,-88.6193077,14915,44.39740347,14.60219678,15.69626036,24.8,24.2,20.26807918,16.95457454,8.030979039,96.06444906,63.98467433,7524,13.4,13.61655773,209.4588798,10.5081826,2.583979328,2.153316107,78.39913731,10.54007663,11.97770658,4.9,9.8,29.95628085,3.186771084,59901,46.68571429,86.74208712,77.59729272,7.257924822,25.40599307,18.9033091,0.386663748,51.04980635,69.23750505,25351,0.2732,0.148,0.4164,0.6479,0.3416,0.659,0.7835,0.1337,0.3645,0.4241,0.0223,0.3117,0.121,0.4795,0.2302,0.6969,0.9093,0.5925,0.7065,0.3515,34.89071253,76.27147541
Ogle,Illinois,42.0426525,-89.32067405,52034,68.59419791,15.00177314,15.02807548,37.1,28.2,20.17814192,17.85412083,6.64981341,94.19279216,63.32539142,25289,11.2,14.49190216,71.13422292,12.58421559,1.684311838,0.601539942,78.80497729,10.31708717,11.49262335,7.3,9,29.4699161,3.278989588,61794,34.63213385,83.20720412,73.91512368,10.1550158,22.42601575,18.74791352,2.402687053,50.33285549,47.09983737,28026,0.2003,0.4502,0.249,0.4257,0.2948,0.4782,0.5791,0.2114,0.4715,0.2859,0.4222,0.7797,0.6186,0.6087,0.1659,0.4327,0.3986,0.1789,0.1719,0.2617,30.75279334,75.03737705
Peoria,Illinois,40.78806447,-89.75998456,186818,301.7138796,15.62308231,16.59556525,35.9,22,19.00361065,34.72533698,6.320635688,82.22708495,71.20120308,87398,22.8,13.87894717,523.7788085,13.85849745,1.591406405,0.749287183,77.38472063,10.98781786,12.02428097,10.7,14.3,31.57035317,2.874956761,56478,49.79039363,238.5219006,65.07490255,12.83578307,23.59581666,17.06113907,1.358491445,51.54660865,14.64551138,29055,0.5536,0.6813,0.191,0.2773,0.4158,0.2639,0.6928,0.1445,0.7867,0.3887,0.6925,0.6065,0.6765,0.9265,0.063,0.3941,0.8848,0.6418,0.7077,0.5511,31.95952061,76.17409836
Perry,Illinois,38.08377711,-89.36698605,21595,48.88262065,15.28088909,16.14586717,32.1,26.4,20.70729155,32.49590388,5.660877635,91.44970131,46.65723382,8456,23.4,25.36997886,131.4940111,12.91718171,0.729295427,1.174289246,78.06601326,10.7557966,11.58021067,11.5,12.5,31.8330726,2.979042736,49965,48.89992903,94.40731215,74.94893668,10.58160389,19.38698404,18.63134032,0.093748458,44.93718712,43.64205817,22650,0.5234,0.4616,0.6262,0.6125,0.5785,0.4909,0.1614,0.5559,0.6578,0.3738,0.4511,0.1229,0.2509,0.7151,0.5699,0.0876,0.4187,0.9395,0.6052,0.4846,35.65272727,77.08983607
Piatt,Illinois,40.01034967,-88.59110974,16469,37.50029948,11.97634425,13.4295471,25.2,22.2,21.38773778,15.01743095,4.736170532,92.54761905,72.91005291,8430,8.2,14.59410155,167.1841414,7.657657658,0.345345345,0.900900901,79.34291341,9.117349345,10.58561002,19,7.5,28.88041339,3.307752698,67460,33.94379539,42.4584098,81.76119403,6.530984204,22.54818248,19.35838009,0.084033613,50.44523054,67.66094805,33197,0.015,0.4241,0.0809,0.0229,0.0684,0.5944,0.5154,0.1404,0.1812,0.1344,0.0497,0.0786,0.0302,0.3855,0.1229,0.0261,0.0372,0.0433,0.0032,0.0029,34.24188425,74.41770492
Pike,Illinois,39.622509,-90.88630314,16054,19.30959223,16.5517029,16.71050823,29.8,32.1,19.27030181,30.86223354,7.148760331,83.00920245,53.3768445,7256,19.6,11.37728336,94.02914904,9.826152683,1.11866969,1.133786848,76.81250557,11.41702049,12.60581429,8.7,11.1,30.07038436,2.964207521,47815,52.66084194,54.41693259,78.22889536,7.945643485,22.33040805,20.95317404,0.182518759,49.84946512,72.30675593,22048,0.4155,0.4616,0.6749,0.454,0.5158,0.7377,0.4556,0.581,0.3457,0.5871,0.1108,0.0923,0.0605,0.1219,0.4101,0.178,0.4537,0.7122,0.2012,0.2849,33.92654545,75.81344262
Pope,Illinois,37.41270136,-88.5615292,4255,11.53836494,14.55316272,14.57587561,26.6,22.5,18.62900511,28.71410737,7.548430194,85.7,54.01360544,1751,27.1,20.80924856,154.3954999,9.433962264,1.257861635,0.628930818,79.21857793,10.40540586,11.62673723,9.5,11.2,30.09588617,2.788469679,43053,56.39097744,2.935998209,85.0973236,8.871493803,12.1320038,27.9677113,0,48.29059829,100,21427,0.4508,0.7163,0.723,0.5002,0.6275,0.9583,0.0522,0.9873,0.1095,0.5753,0.3324,0,0.1203,0.0936,0.8348,0.2337,0.5033,0.8704,0.4995,0.4776,36.01254545,74.47111111
Pulaski,Illinois,37.22288954,-89.12658824,5792,29.07846835,21.1744064,19.37142409,34.6,22.9,15.8162163,42.45709124,7.451810061,95.17438017,57.40281224,2055,33.4,23.59774914,351.094589,12.91028446,0.875273523,1.750547046,76.26606881,13.37961107,14.07663146,19.6,17.1,35.02528673,2.434029497,38400,83.27228327,8.349575974,74.82742752,11.86440678,21.5815486,22.40527183,0.151000378,51.40032949,100,18924,0.6651,0.9325,0.8851,0.7135,0.8593,0.7676,0.4912,0.9599,0.1706,0.7759,0.774,0.2216,0.4982,0.3725,0.8138,0.1114,0.957,0.0427,0.376,0.738,35.94127273,77.81114754
Putnam,Illinois,41.204469,-89.28584768,5746,35.8765202,12.90222948,13.63129888,26,19.6,20.48021002,15.09433962,5.846501129,84.7,59.31208054,3040,12.5,0,11.56470452,9.016393443,1.18852459,0.409836066,78.73779359,9.427964918,10.80654759,5.7,8.3,29.40345543,3.164415309,66319,34.94809689,10.56031335,80.5427975,7.211961302,20.05226481,22.61324042,1.144622093,49.07665505,100,32584,0.1678,0.3531,0.0885,0.1847,0.1496,0.7593,0.2124,0.1789,0.2569,0.1264,0.2627,0.6014,0.4206,0.0277,0.219,0.2127,0.042,0.0185,0.0013,0.0213,31.50315698,75.83471698
Randolph,Illinois,38.05214073,-89.82532905,32934,57.22647905,16.01917104,17.19819368,27.2,26.8,20.1326333,32.32073472,5.493967321,87.71135092,47.96645221,14202,17.8,20.97276625,97.46910725,8.777824444,0.915581688,0.58798824,77.16585075,10.84932152,11.62140387,13.6,11.1,31.37372564,2.981967834,53607,48.72110182,85.13469607,75.69274825,6.170550848,19.32037625,18.60088457,0.397800776,45.00716377,42.64249014,23424,0.2127,0.2719,0.5642,0.6304,0.4088,0.4909,0.1385,0.483,0.4642,0.1996,0.4795,0.2022,0.3053,0.2518,0.5737,0.1414,0.3473,0.9513,0.3572,0.2843,35.52872727,77.08983607
Richland,Illinois,38.71239866,-88.08511317,16072,44.64212206,16.57163833,16.86683598,28.1,21.8,18.94589724,34.44782168,6.342898021,91.7,65.17317207,7455,20.9,18.86673794,333.6035418,9.689922481,1.550387597,1.317829457,77.13714677,11.66480273,12.81267808,13.3,11.5,30.61030989,2.614069655,48152,53.50398657,39.00279966,71.72169084,8.208353491,23.26968217,20.47833534,0.478953049,50.52337753,43.46701164,23972,0.4362,0.3298,0.5231,0.4951,0.4403,0.7377,0.5288,0.6991,0.383,0.7523,0.0987,0.0805,0.0471,0.5629,0.5046,0.4085,0.6425,0.5078,0.5482,0.398,35.51727273,76.50393443
Rock Island,Illinois,41.4673262,-90.56738489,146536,342.8067458,17.0094104,16.5978529,33.7,22.3,20.27725642,32.62023484,6.742918527,92.54257729,64.38651176,71847,21.9,12.84459422,346.5146119,13.66056572,2.229617305,0.948419301,78.1807584,10.86900824,11.95019503,14.1,11.2,32.81076967,2.715913348,52642,56.19009046,204.8330335,68.65028029,11.60706695,22.2774382,19.28671494,2.50856026,50.73774891,10.91998428,26893,0.4635,0.6205,0.313,0.4021,0.4435,0.5237,0.4788,0.2662,0.7959,0.539,0.6628,0.8383,0.8001,0.8911,0.134,0.6059,0.7835,0.6915,0.8036,0.6676,30.87752061,75.63704918
Saline,Illinois,37.75319887,-88.5408089,24659,64.92173997,17.85851737,18.73181196,27.1,35.6,18.13006134,47.22096701,7.053742802,87.89246101,66.37931035,9879,29.7,19.91535972,345.6446599,13.33666334,2.147852148,0.4995005,73.77488849,12.28268614,13.51675773,11.2,14.3,31.63232307,2.909301215,40761,58.1920904,111.7208,72.3855229,12.68282491,21.66820045,20.26687861,0.746957248,50.64418974,43.66395055,21917,0.8364,0.9446,0.6858,0.5603,0.8112,0.6753,0.3935,0.8707,0.7227,0.9061,0.3056,0.5345,0.4056,0.4381,0.6138,0.5657,0.8322,0.5565,0.7533,0.8309,35.93363636,76.15185185
Sangamon,Illinois,39.75817299,-89.65888305,198639,228.7673111,15.74953111,16.90159599,30.6,23.6,20.28360572,25.54988311,5.457399885,85.27777517,70.76832797,104949,20,19.03772932,814.5215174,13.23086197,1.398432791,0.669077758,78.02181254,10.82071163,12.2249557,11.2,12.6,32.69653258,2.954481248,62242,45.27126591,216.4854853,68.91024492,12.90788299,22.18963081,17.85889797,0.373715354,52.01333006,14.12655407,31904,0.469,0.5947,0.0996,0.1426,0.2907,0.3225,0.553,0.3445,0.7428,0.4444,0.5571,0.3442,0.439,0.843,0.2346,0.3082,0.766,0.5317,0.5788,0.3855,33.81234889,76.57311475
Schuyler,Illinois,40.15803606,-90.61508532,7205,16.47713001,15.73563351,16.45989113,25.9,21.9,18.9306833,24.78134111,6.837294333,88,64.95726496,3334,14.9,17.0575693,139.7428731,4.222972973,0.641891892,0.506756757,75.63520533,11.05456987,12.1732202,14.7,13,31.34334526,3.033544328,52018,39.6795476,47.12270332,76.4809591,4.629294756,18.16997249,22.78847546,1.256652868,47.53148979,57.63520679,24323,0.7558,0.4094,0.4938,0.3919,0.5272,0.7211,0.1054,0.6743,0.7584,0.6877,0.2178,0.3228,0.2321,0.2633,0.5342,0.0544,0.0621,0.9475,0.1958,0.3604,33.53018182,73.66786885
Scott,Illinois,39.64412763,-90.47470403,5169,20.60078875,15.15132631,16.01112478,28.2,25.6,19.32669499,17.62114537,5.01497006,95.43209877,52.1978022,2481,15,13.99440224,27.92126204,9.330143541,1.339712919,0.717703349,76.85299361,10.90621861,12.23491958,13.7,11.3,29.83397103,2.912493627,55198,48.15256257,18.53879347,78.20316488,7.131452901,21.57937475,19.87413723,0.166597251,50.58871295,100,25568,0.4508,0.8259,0.4015,0.1356,0.4489,0.6686,0.5046,0.1337,0.5403,0.3601,0.0242,0.2295,0.0802,0.0395,0.4578,0.3072,0.5033,0.148,0.0764,0.1684,33.94327273,76.38827586
